state,city,total_revenue,order_count,aov
Karnataka,Hubli–Dharwad,3528188.8400000003,68,51885.130000000005
Karnataka,Hyderabad,1817934.6,33,55088.92727272728
Karnataka,Ichalkaranji,2088782.9000000001,33,63296.45151515152
Karnataka,Imphal,3760836.73,53,70959.18358490567
Karnataka,Indore,1170241.05,29,40353.13965517242
Karnataka,Jabalpur,668817.33,29,23062.666551724138
Karnataka,Jaipur,4683651.43,75,62448.68573333333
Karnataka,Jalandhar,3452695.59,74,46658.04851351351
Karnataka,Jalgaon,1428910.57,18,79383.92055555555
Karnataka,Jamalpur,2522308.56,63,40036.64380952381
Karnataka,Jammu,2663691.88,54,49327.6274074074
Karnataka,Jamnagar,2816617.04,55,51211.21890909091
Karnataka,Jamshedpur,3656643.02,72,50786.70861111111
Karnataka,Jaunpur,1839751.92,20,91987.59599999999
Karnataka,Jehanabad,574853.29,18,31936.29388888889
Karnataka,Jhansi,1148326.4,25,45933.056
Karnataka,Jodhpur,773664.88,16,48354.055
Karnataka,Jorhat,3563038.72,51,69863.5043137255
Karnataka,Junagadh,1896827.76,45,42151.728
Karnataka,Kadapa,942576.79,27,34910.251481481486
Karnataka,Kakinada,3333679.46,56,59529.99035714286
Karnataka,Kalyan-Dombivli,1045357.99,39,26804.051025641027
Karnataka,Kamarhati,1121521.15,30,37384.03833333333
Karnataka,Kanpur,2170142.58,35,62004.07371428572
Karnataka,Karaikudi,1767601.2,42,42085.74285714285
Karnataka,Karawal Nagar,3324872.98,79,42086.99974683544
Karnataka,Karnal,1863399.02,34,54805.85352941177
Karnataka,Katihar,3575419.25,76,47044.99013157895
Karnataka,Katni,845321.03,24,35221.70958333334
Karnataka,Kavali,3318124.41,83,39977.40253012048
Karnataka,Khammam,2955005.71,49,60306.238979591835
Karnataka,Khandwa,5191392.5200000005,82,63309.66487804879
Karnataka,Kharagpur,2143325.7,31,69139.53870967742
Karnataka,Khora ,2078164.77,39,53286.27615384616
Karnataka,Kirari Suleman Nagar,993293.18,20,49664.659
Karnataka,Kishanganj,1044312.87,21,49729.184285714284
Karnataka,Kochi,2884244.11,27,106823.85592592592
Karnataka,Kolhapur,1708363.42,46,37138.3352173913
Karnataka,Kolkata,3376595.93,77,43851.8951948052
Karnataka,Kollam,4568841.26,85,53751.07364705882
Karnataka,Korba,922094.7,27,34151.65555555555
Karnataka,Kota,2862103.87,43,66560.55511627907
Karnataka,Kottayam,1887157.38,31,60876.044516129026
Karnataka,Kozhikode,4168637.04,63,66168.84190476191
Karnataka,Kulti,3899283.93,60,64988.065500000004
Karnataka,Kumbakonam,1172841.23,23,50993.09695652174
Karnataka,Kurnool,5207732.6,63,82662.42222222222
Karnataka,Latur,1225399.44,30,40846.648
Karnataka,Loni,3496503.12,56,62437.555714285714
Karnataka,Lucknow,1537768.04,23,66859.48
Karnataka,Ludhiana,1049250.53,15,69950.03533333333
Karnataka,Machilipatnam,2235658.99,32,69864.3434375
Karnataka,Madanapalle,1451887.78,28,51853.135
Karnataka,Madhyamgram,2134775.57,26,82106.75269230768
Karnataka,Madurai,2069007.6,46,44978.426086956526
Karnataka,Mahbubnagar,2449101.94,76,32225.02552631579
Karnataka,Maheshtala,1018554.6900000001,21,48502.60428571429
Karnataka,Malda,1417899.0,30,47263.3
Karnataka,Malegaon,1990846.99,40,49771.17475
Karnataka,Mangalore,1801722.04,24,75071.75166666666
Karnataka,Mango,2784763.4,48,58015.90416666667
Karnataka,Mathura,1062555.44,21,50597.87809523809
Karnataka,Mau,738652.64,13,56819.43384615385
Karnataka,Medininagar,3568559.2,68,52478.81176470588
Karnataka,Meerut,3077228.6,59,52156.416949152546
Karnataka,Mehsana,2014473.3599999999,30,67149.112
Karnataka,Mira-Bhayandar,3090570.25,72,42924.586805555555
Karnataka,Miryalaguda,46373.35,5,9274.67
Karnataka,Mirzapur,1242906.02,34,36556.059411764705
Karnataka,Moradabad,1980532.1600000001,37,53527.89621621622
Karnataka,Morbi,3688770.06,79,46693.291898734176
Karnataka,Morena,2322747.17,59,39368.596101694915
Karnataka,Motihari,1932086.38,53,36454.46
Karnataka,Mumbai,4295992.26,60,71599.871
Karnataka,Munger,976602.13,33,29594.00393939394
Karnataka,Muzaffarnagar,3206871.58,73,43929.74767123288
Karnataka,Muzaffarpur,744571.6499999999,13,57274.7423076923
Karnataka,Mysore,2899330.75,56,51773.763392857145
Karnataka,Nadiad,865498.88,22,39340.858181818185
Karnataka,Nagaon,2684170.6,57,47090.71228070176
Karnataka,Nagercoil,806749.8099999999,18,44819.43388888889
Karnataka,Nagpur,1701652.85,43,39573.32209302326
Karnataka,Naihati,667908.9400000001,18,37106.05222222223
Karnataka,Nanded,2170736.81,48,45223.683541666665
Karnataka,Nandyal,1038548.93,28,37091.033214285715
Karnataka,Nangloi Jat,4000963.52,71,56351.59887323944
Karnataka,Narasaraopet,2083215.58,35,59520.44514285715
Karnataka,Nashik,3397927.27,53,64111.83528301887
Karnataka,Navi Mumbai,3011559.7399999998,39,77219.4805128205
Karnataka,Nellore,773246.6,24,32218.608333333334
Karnataka,New Delhi,3178307.6,68,46739.81764705882
Karnataka,Nizamabad,3516701.62,47,74823.43872340425
Karnataka,Noida,1194668.02,21,56888.95333333333
Karnataka,North Dumdum,2891029.73,43,67233.24953488373
Karnataka,Ongole,424552.55,12,35379.379166666666
Karnataka,Orai,633920.63,19,33364.24368421052
Karnataka,Pali,1937484.25,37,52364.43918918919
Karnataka,Pallavaram,2485923.7,43,57812.179069767444
Karnataka,Panchkula,853417.6,15,56894.50666666667
Karnataka,Panihati,274169.24,10,27416.924
Karnataka,Panipat,802486.14,32,25077.691875
Karnataka,Panvel,1385852.9,27,51327.88518518518
Karnataka,Parbhani,3221795.7399999998,63,51139.614920634915
Karnataka,Patiala,2583805.6,51,50662.85490196079
Karnataka,Patna,1395470.25,32,43608.4453125
Karnataka,Phagwara,6364561.2,109,58390.46972477064
Karnataka,Phusro,4018483.4,62,64814.24838709677
Karnataka,Pimpri-Chinchwad,3412916.2399999998,57,59875.723508771924
Karnataka,Pondicherry,785953.49,19,41365.97315789474
Karnataka,Proddatur,5225523.41,89,58713.746179775284
Karnataka,Pudukkottai,2426402.43,45,53920.054000000004
Karnataka,Pune,2246149.68,53,42380.18264150944
Karnataka,Purnia,4549345.97,75,60657.946266666666
Karnataka,Raebareli,1622221.66,45,36049.37022222222
Karnataka,Raichur,2971176.95,65,45710.414615384616
Karnataka,Raiganj,7174638.58,109,65822.37229357798
Karnataka,Raipur,2404420.5500000003,45,53431.56777777778
Karnataka,Rajahmundry,1685861.51,51,33056.10803921569
Karnataka,Rajkot,1780402.6400000001,42,42390.53904761905
Karnataka,Rajpur Sonarpur,2422287.13,62,39069.14725806451
Karnataka,Ramagundam,4765571.1,79,60323.68481012658
Karnataka,Ramgarh,322850.0,17,18991.176470588234
Karnataka,Rampur,1343065.38,31,43324.68967741935
Karnataka,Ranchi,422507.12,12,35208.926666666666
Karnataka,Ratlam,1564970.08,28,55891.78857142857
Karnataka,Raurkela Industrial Township,553179.29,24,23049.137083333335
Karnataka,Rewa,3282817.82,39,84174.8158974359
Karnataka,Rohtak,4159461.96,87,47809.90758620689
Karnataka,Rourkela,489404.99000000005,14,34957.499285714286
Karnataka,Sagar,1610951.76,38,42393.46736842105
Karnataka,Saharanpur,854322.78,11,77665.70727272728
Karnataka,Saharsa,3196692.63,67,47711.83029850746
Karnataka,Salem,3296289.54,86,38328.948139534885
Karnataka,Sambalpur,1622577.6700000002,25,64903.10680000001
Karnataka,Sambhal,2434585.84,32,76080.8075
Karnataka,Sangli-Miraj & Kupwad,129584.0,8,16198.0
Karnataka,Sasaram,1558352.53,35,44524.358
Karnataka,Satara,2704184.79,64,42252.88734375
Karnataka,Satna,1809196.85,48,37691.60104166667
Karnataka,Secunderabad,1716263.5599999998,43,39913.106046511624
Karnataka,Serampore,4276439.04,94,45494.03234042553
Karnataka,Shahjahanpur,2475793.14,61,40586.772786885245
Karnataka,Shimla,1646756.88,32,51461.1525
Karnataka,Shimoga,268675.76,10,26867.576
Karnataka,Shivpuri,1943043.8900000001,44,44160.08840909091
Karnataka,Sikar,305292.54000000004,7,43613.22000000001
Karnataka,Silchar,1671368.43,29,57633.394137931034
Karnataka,Siliguri,2339905.08,41,57070.8556097561
Karnataka,Singrauli,1503486.52,31,48499.565161290324
Karnataka,Siwan,1759216.66,38,46295.17526315789
Karnataka,Solapur,851137.2999999999,20,42556.865
Karnataka,Sonipat,126443.59999999999,7,18063.371428571427
Karnataka,South Dumdum,1312323.16,35,37494.947428571424
Karnataka,Sri Ganganagar,231992.18,8,28999.0225
Karnataka,Srikakulam,2426427.43,48,50550.57145833334
Karnataka,Srinagar,1187314.02,35,33923.25771428571
Karnataka,Sultan Pur Majra,3236149.2,69,46900.71304347827
Karnataka,Surat,2875886.8,52,55305.515384615384
Karnataka,Surendranagar Dudhrej,1261255.54,16,78828.47125
Karnataka,Suryapet,1985723.3599999999,33,60173.43515151515
Karnataka,Tadepalligudem,1672905.46,26,64342.517692307694
Karnataka,Tadipatri,1056415.49,38,27800.407631578946
Karnataka,Tenali,1766531.02,43,41082.116744186045
Karnataka,Tezpur,873082.73,14,62363.052142857145
Karnataka,Thane,2107235.85,46,45809.475
Karnataka,Thanjavur,2394482.96,51,46950.6462745098
Karnataka,Thiruvananthapuram,2521786.65,48,52537.221874999996
Karnataka,Thoothukudi,1331688.6,23,57899.50434782609
Karnataka,Thrissur,4217054.12,79,53380.431898734176
Karnataka,Tinsukia,949068.3300000001,17,55827.54882352942
Karnataka,Tiruchirappalli,2534875.03,57,44471.49175438596
Karnataka,Tirunelveli,902492.62,21,42975.83904761905
Karnataka,Tirupati,2114079.93,28,75502.85464285714
Karnataka,Tiruppur,3402456.29,70,48606.51842857143
Karnataka,Tiruvottiyur,1466326.25,34,43127.242647058825
Karnataka,Udaipur,2371676.28,57,41608.35578947368
Karnataka,Udupi,1445658.91,33,43807.84575757576
Karnataka,Ujjain,2411196.5,53,45494.27358490566
Karnataka,Ulhasnagar,2314141.6999999997,51,45375.32745098039
Karnataka,Uluberia,1551227.73,39,39775.07
Karnataka,Unnao,1579873.98,33,47874.96909090909
Karnataka,Vadodara,1273682.94,29,43920.10137931034
Karnataka,Varanasi,2169932.69,57,38068.99456140351
Karnataka,Vasai-Virar,1420685.79,26,54641.76115384616
Karnataka,Vellore,1488796.76,36,41355.46555555556
Karnataka,Vijayanagaram,2789542.29,44,63398.68840909091
Karnataka,Vijayawada,2943941.86,38,77472.1542105263
Karnataka,Visakhapatnam,1703488.53,41,41548.50073170732
Karnataka,Warangal,2298092.0,73,31480.712328767124
Karnataka,Yamunanagar,2626436.02,52,50508.385
Kerala,Adoni,946942.35,17,55702.49117647059
Kerala,Agartala,1919997.26,51,37647.00509803922
Kerala,Ahmedabad,2642048.5300000003,37,71406.71702702703
Kerala,Ahmednagar,1621211.84,22,73691.44727272728
Kerala,Aizawl,1158596.46,5,231719.292
Kerala,Ajmer,1512636.55,22,68756.20681818182
Kerala,Akola,1849292.4,50,36985.848
Kerala,Alappuzha,642207.08,25,25688.283199999998
Kerala,Allahabad,1411405.27,23,61365.44652173913
Kerala,Alwar,1183712.81,26,45527.41576923077
Kerala,Amaravati,1769656.96,33,53625.96848484848
Kerala,Ambala,44049.75,10,4404.975
Kerala,Ambarnath,1491440.3,18,82857.79444444444
Kerala,Ambattur,1071608.81,31,34568.02612903226
Kerala,Amravati,25236.31,6,4206.051666666667
Kerala,Amritsar,1929772.83,33,58477.964545454546
Kerala,Amroha,2696558.35,35,77044.52428571429
Kerala,Anand,2113756.5700000003,33,64053.2293939394
Kerala,Anantapur,754137.03,9,83793.00333333334
Kerala,Asansol,615639.9,16,38477.49375
Kerala,Aurangabad,2445633.13,52,47031.406346153846
Kerala,Avadi,2632634.99,49,53727.244693877554
Kerala,Bahraich,625121.6000000001,11,56829.23636363637
Kerala,Ballia,350572.45,10,35057.245
Kerala,Bally,751384.62,25,30055.3848
Kerala,Baranagar,2330594.55,34,68546.89852941176
Kerala,Barasat,686510.51,12,57209.20916666667
Kerala,Bareilly,1703962.25,32,53248.8203125
Kerala,Bathinda,1087159.69,13,83627.66846153846
Kerala,Belgaum,1494376.33,15,99625.08866666668
Kerala,Bellary,428666.93,15,28577.79533333333
Kerala,Berhampore,988038.41,33,29940.55787878788
Kerala,Berhampur,263884.8,11,23989.52727272727
Kerala,Bettiah,1410732.07,20,70536.6035
Kerala,Bhalswa Jahangir Pur,2279065.55,40,56976.63875
Kerala,Bharatpur,3341513.8,57,58623.04912280702
Kerala,Bhatpara,1854649.1,45,41214.42444444445
Kerala,Bhavnagar,1004791.23,21,47847.201428571425
Kerala,Bhilai,2483218.9499999997,43,57749.277906976735
Kerala,Bhilwara,37282.39,3,12427.463333333333
Kerala,Bhind,381985.08,9,42442.78666666667
Kerala,Bhiwandi,1364153.54,16,85259.59625
Kerala,Bhiwani,2212409.14,31,71368.03677419355
Kerala,Bhopal,455494.85,19,23973.413157894734
Kerala,Bhubaneswar,378151.32,12,31512.61
Kerala,Bhusawal,1032126.26,29,35590.560689655176
Kerala,Bidar,916917.54,16,57307.34625
Kerala,Bidhannagar,1739522.49,24,72480.10375
Kerala,Bihar Sharif,1561446.78,23,67888.99043478261
Kerala,Bijapur,339292.32,12,28274.36
Kerala,Bikaner,1307767.09,26,50298.73423076923
Kerala,Bilaspur,1879183.08,33,56944.94181818182
Kerala,Bokaro,1314285.29,32,41071.4153125
Kerala,Bongaigaon,585366.53,26,22514.097307692307
Kerala,Bulandshahr,1975140.08,24,82297.50333333334
Kerala,Burhanpur,535563.66,16,33472.72875
Kerala,Buxar,687559.38,12,57296.615
Kerala,Chandigarh,374954.53,15,24996.968666666668
Kerala,Chandrapur,600927.2100000001,18,33384.845
Kerala,Chapra,1870893.29,28,66817.61750000001
Kerala,Chennai,1578968.22,31,50934.45870967742
Kerala,Chinsurah,1119520.25,33,33924.856060606064
Kerala,Chittoor,186765.36000000002,9,20751.70666666667
Kerala,Coimbatore,1557569.22,38,40988.66368421053
Kerala,Cuttack,1715252.58,44,38983.01318181818
Kerala,Danapur,1540214.53,26,59239.02038461539
Kerala,Darbhanga,193597.49,10,19359.749
Kerala,Davanagere,1216974.69,10,121697.469
Kerala,Dehradun,391091.3,27,14484.862962962963
Kerala,Dehri,1224350.0,25,48974.0
Kerala,Delhi,2342438.2600000002,39,60062.519487179496
Kerala,Dewas,2765769.87,35,79021.99628571428
Kerala,Dhanbad,1109143.37,15,73942.89133333335
Kerala,Dharmavaram,170212.82,4,42553.205
Kerala,Dhule,1000409.45,26,38477.286538461536
Kerala,Dibrugarh,1796365.03,48,37424.271458333336
Kerala,Durg,1386845.85,19,72991.88684210526
Kerala,Durgapur,2003976.31,23,87129.4047826087
Kerala,Eluru,491882.1,10,49188.21
Kerala,Erode,1300405.99,17,76494.47
Kerala,Etawah,395488.31,16,24718.019375
Kerala,Faridabad,636885.89,12,53073.824166666665
Kerala,Farrukhabad,1356482.95,13,104344.8423076923
Kerala,Fatehpur,654025.39,9,72669.48777777777
Kerala,Gandhidham,3123653.81,67,46621.69865671642
Kerala,Gandhinagar,861035.86,18,47835.32555555555
Kerala,Gaya,2366596.79,42,56347.54261904762
Kerala,Ghaziabad,3265160.09,73,44728.2204109589
Kerala,Giridih,708206.6,13,54477.43076923077
Kerala,Gopalpur,614324.92,23,26709.779130434785
Kerala,Gorakhpur,586614.8,15,39107.653333333335
Kerala,Gudivada,542207.51,10,54220.751000000004
Kerala,Gulbarga,330016.37,11,30001.488181818182
Kerala,Guna,746834.42,9,82981.60222222222
Kerala,Guntakal,1436490.07,45,31922.00155555556
Kerala,Guntur,1167479.07,24,48644.96125
Kerala,Gurgaon,664806.3,12,55400.525
Kerala,Guwahati,1906370.25,38,50167.63815789474
Kerala,Gwalior,813211.6900000001,15,54214.11266666667
Kerala,Haldia,505407.71,14,36100.55071428572
Kerala,Hapur,1343600.98,21,63980.99904761904
Kerala,Haridwar,1464860.19,37,39590.81594594594
Kerala,Hazaribagh,190751.05,8,23843.88125
Kerala,Hindupur,1611814.66,30,53727.15533333333
Kerala,Hospet,387793.51,13,29830.27
Kerala,Hosur,1330652.02,31,42924.25870967742
Kerala,Howrah,43591.729999999996,4,10897.932499999999
Kerala,Hubli–Dharwad,1506475.71,35,43042.16314285714
Kerala,Hyderabad,1278340.09,23,55580.00391304348
Kerala,Ichalkaranji,1070967.04,18,59498.16888888889
Kerala,Imphal,1072216.71,30,35740.557
Kerala,Indore,1602261.98,41,39079.560487804876
Kerala,Jabalpur,1094712.86,27,40544.920740740745
Kerala,Jaipur,1184073.58,20,59203.679000000004
Kerala,Jalandhar,1520626.0799999998,34,44724.29647058823
Kerala,Jalgaon,728613.04,13,56047.156923076924
Kerala,Jalna,3101059.0999999996,31,100034.16451612902
Kerala,Jamalpur,56294.81,4,14073.7025
Kerala,Jammu,606114.14,8,75764.2675
Kerala,Jamnagar,275435.33,8,34429.41625
Kerala,Jamshedpur,297185.17,10,29718.517
Kerala,Jaunpur,101262.53,5,20252.506
Kerala,Jehanabad,459184.75000000006,10,45918.475000000006
Kerala,Jhansi,1441779.94,28,51492.14071428571
Kerala,Jodhpur,712625.54,26,27408.674615384618
Kerala,Jorhat,586233.33,15,39082.221999999994
Kerala,Junagadh,902470.0800000001,20,45123.504
Kerala,Kadapa,2428145.2199999997,41,59223.054146341456
Kerala,Kakinada,2077617.9,40,51940.447499999995
Kerala,Kalyan-Dombivli,331657.61,11,30150.69181818182
Kerala,Kamarhati,3272691.3,41,79821.73902439023
Kerala,Karaikudi,1588067.63,23,69046.41869565217
Kerala,Karawal Nagar,503548.21,5,100709.642
Kerala,Karnal,266965.18,6,44494.19666666666
Kerala,Katihar,2363263.45,55,42968.42636363637
Kerala,Katni,1009958.29,20,50497.9145
Kerala,Kavali,2975481.4,38,78302.14210526315
Kerala,Khammam,651841.05,11,59258.277272727275
Kerala,Khandwa,1674597.6800000002,35,47845.64800000001
Kerala,Kharagpur,2358799.84,39,60482.04717948718
Kerala,Khora ,740162.27,13,56935.559230769235
Kerala,Kirari Suleman Nagar,854232.47,18,47457.359444444446
Kerala,Kishanganj,2349823.5100000002,38,61837.46078947369
Kerala,Kochi,495705.81999999995,7,70815.11714285714
Kerala,Kolhapur,1080857.07,23,46993.785652173916
Kerala,Kolkata,2003812.33,45,44529.16288888889
Kerala,Kollam,1253835.76,22,56992.534545454546
Kerala,Korba,1133621.23,31,36568.42677419355
Kerala,Kota,1088939.95,29,37549.65344827586
Kerala,Kottayam,1170640.05,20,58532.0025
Kerala,Kulti,1444112.93,58,24898.49879310345
Kerala,Kumbakonam,1192016.91,22,54182.586818181815
Kerala,Kurnool,978094.45,31,31551.43387096774
Kerala,Latur,3171816.87,57,55645.91
Kerala,Loni,1773831.59,26,68224.29192307693
Kerala,Lucknow,167261.19999999998,8,20907.649999999998
Kerala,Ludhiana,1104412.0,25,44176.48
Kerala,Machilipatnam,1365621.07,51,26776.8837254902
Kerala,Madanapalle,997440.03,25,39897.601200000005
Kerala,Madhyamgram,891971.48,11,81088.31636363636
Kerala,Madurai,1577306.8599999999,34,46391.37823529411
Kerala,Mahbubnagar,2239331.11,54,41469.094629629624
Kerala,Maheshtala,1574396.4100000001,23,68452.01782608696
Kerala,Malda,1272832.07,43,29600.74581395349
Kerala,Malegaon,1686314.5,18,93684.13888888889
Kerala,Mangalore,1678235.96,26,64547.53692307692
Kerala,Mango,1853436.79,44,42123.56340909091
Kerala,Mathura,1466823.5,27,54326.7962962963
Kerala,Mau,1175106.2,24,48962.75833333333
Kerala,Meerut,577547.74,11,52504.34
Kerala,Mehsana,2016845.9,45,44818.79777777778
Kerala,Mira-Bhayandar,1194910.15,29,41203.798275862064
Kerala,Miryalaguda,1442989.72,27,53444.0637037037
Kerala,Mirzapur,1257088.74,17,73946.39647058824
Kerala,Moradabad,908405.97,25,36336.2388
Kerala,Morbi,278763.05000000005,5,55752.61000000001
Kerala,Morena,1502355.1,30,50078.503333333334
Kerala,Mumbai,2127475.83,22,96703.44681818182
Kerala,Munger,1700673.96,24,70861.415
Kerala,Muzaffarnagar,2515178.38,49,51330.17102040816
Kerala,Mysore,1101728.6199999999,19,57985.716842105256
Kerala,Nadiad,745073.96,9,82785.99555555555
Kerala,Nagercoil,965113.77,24,40213.07375
Kerala,Nagpur,2636079.33,32,82377.4790625
Kerala,Naihati,1435551.56,8,179443.945
Kerala,Nanded,2874422.07,48,59883.793125
Kerala,Nandyal,1905716.82,26,73296.80076923077
Kerala,Nangloi Jat,1876602.71,13,144354.0546153846
Kerala,Narasaraopet,3149439.38,63,49991.10126984127
Kerala,Nashik,289948.69999999995,7,41421.24285714285
Kerala,Nellore,1915171.19,26,73660.43038461538
Kerala,New Delhi,1624254.44,21,77345.44952380953
Kerala,Nizamabad,550950.63,16,34434.414375
Kerala,North Dumdum,1335054.67,34,39266.31382352941
Kerala,Ongole,1618842.76,26,62263.18307692308
Kerala,Ozhukarai,2333341.68,39,59829.273846153854
Kerala,Pali,385674.35000000003,8,48209.293750000004
Kerala,Panchkula,726326.98,15,48421.79866666666
Kerala,Panihati,220269.77,7,31467.109999999997
Kerala,Panipat,2127725.9,39,54557.07435897436
Kerala,Panvel,1610717.08,28,57525.61
Kerala,Parbhani,1573406.91,29,54255.41068965517
Kerala,Patiala,905107.94,14,64650.56714285714
Kerala,Phagwara,2368652.78,33,71777.35696969696
Kerala,Phusro,637074.0,12,53089.5
Kerala,Pimpri-Chinchwad,1143052.6,20,57152.630000000005
Kerala,Pondicherry,2754855.54,53,51978.40641509434
Kerala,Pudukkottai,1034720.2400000001,12,86226.68666666668
Kerala,Pune,238049.90000000002,6,39674.98333333334
Kerala,Purnia,1077079.55,34,31678.810294117648
Kerala,Raichur,1440424.19,19,75811.79947368421
Kerala,Raiganj,1978314.27,47,42091.7929787234
Kerala,Raipur,1664318.64,34,48950.54823529412
Kerala,Rajahmundry,248963.41,12,20746.950833333332
Kerala,Rajkot,1747761.91,31,56379.4164516129
Kerala,Rajpur Sonarpur,1523232.32,26,58585.85846153846
Kerala,Ramgarh,991722.1900000001,19,52195.90473684211
Kerala,Rampur,3580977.22,40,89524.4305
Kerala,Ranchi,333693.52,12,27807.793333333335
Kerala,Ratlam,2043897.93,39,52407.63923076923
Kerala,Raurkela Industrial Township,789937.34,9,87770.81555555556
Kerala,Rewa,1576136.84,36,43781.57888888889
Kerala,Rohtak,1832521.21,30,61084.04033333333
Kerala,Rourkela,912128.64,37,24652.125405405404
Kerala,Sagar,795487.2100000001,15,53032.48066666667
Kerala,Saharanpur,966407.42,16,60400.46375
Kerala,Saharsa,3061296.63,50,61225.9326
Kerala,Sambalpur,1773624.97,29,61159.48172413793
Kerala,Sangli-Miraj & Kupwad,2209612.22,21,105219.62952380953
Kerala,Sasaram,466210.29000000004,7,66601.47
Kerala,Satara,2879175.48,34,84681.63176470587
Kerala,Satna,751647.71,18,41758.20611111111
Kerala,Secunderabad,391515.43,11,35592.31181818182
Kerala,Serampore,379341.25,7,54191.607142857145
Kerala,Shahjahanpur,365912.51,7,52273.21571428572
Kerala,Shimla,2294870.75,25,91794.83
Kerala,Shimoga,936995.37,25,37479.8148
Kerala,Sikar,1242082.19,17,73063.65823529412
Kerala,Silchar,1724563.73,14,123183.12357142857
Kerala,Siliguri,1267510.34,14,90536.45285714287
Kerala,Singrauli,2027161.83,20,101358.09150000001
Kerala,Sirsa,988501.13,21,47071.48238095238
Kerala,Siwan,2690833.5500000003,49,54914.97040816327
Kerala,Solapur,253999.68,6,42333.28
Kerala,Sonipat,1964642.33,42,46777.198333333334
Kerala,South Dumdum,524754.6599999999,7,74964.95142857141
Kerala,Sri Ganganagar,1018807.85,23,44295.99347826087
Kerala,Srikakulam,690587.7200000001,11,62780.70181818183
Kerala,Srinagar,1563896.33,35,44682.75228571429
Kerala,Sultan Pur Majra,894307.64,17,52606.33176470589
Kerala,Surat,624777.99,12,52064.8325
Kerala,Suryapet,1599446.7,29,55153.33448275862
Kerala,Tadipatri,1271579.46,27,47095.53555555555
Kerala,Tenali,368353.65,15,24556.91
Kerala,Tezpur,1586684.03,30,52889.46766666667
Kerala,Thane,393825.31,9,43758.36777777778
Kerala,Thanjavur,1746488.26,36,48513.56277777778
Kerala,Thiruvananthapuram,93251.36,6,15541.893333333333
Kerala,Thoothukudi,1345907.75,14,96136.26785714286
Kerala,Thrissur,281216.55,5,56243.31
Kerala,Tinsukia,863517.6,14,61679.82857142857
Kerala,Tiruchirappalli,678638.59,17,39919.91705882353
Kerala,Tirunelveli,3393768.5,43,78924.8488372093
Kerala,Tirupati,1941416.28,36,53928.23
Kerala,Tiruppur,1951341.68,38,51351.09684210526
Kerala,Tiruvottiyur,2229299.9,50,44585.998
Kerala,Tumkur,1677810.67,34,49347.37264705882
Kerala,Udaipur,626553.6599999999,11,56959.42363636363
Kerala,Udupi,2483096.33,20,124154.8165
Kerala,Ujjain,3217279.02,48,67026.64625
Kerala,Ulhasnagar,1413712.84,20,70685.642
Kerala,Uluberia,2025072.08,33,61365.82060606061
Kerala,Unnao,1051206.4200000002,21,50057.44857142858
Kerala,Vadodara,3194471.02,32,99827.219375
Kerala,Varanasi,1248360.49,29,43046.91344827586
Kerala,Vasai-Virar,910443.64,20,45522.182
Kerala,Vellore,1088446.79,27,40312.84407407408
Kerala,Vijayanagaram,595204.83,16,37200.301875
Kerala,Vijayawada,1534915.51,39,39356.80794871795
Kerala,Visakhapatnam,939405.45,26,36130.97884615384
Kerala,Warangal,2491887.99,35,71196.79971428572
Kerala,Yamunanagar,2303764.5500000003,44,52358.28522727273
Madhya Pradesh,Adoni,2355097.6,64,36798.4
Madhya Pradesh,Agartala,7243262.15,110,65847.83772727274
Madhya Pradesh,Agra,2193516.33,47,46670.56021276596
Madhya Pradesh,Ahmedabad,3652727.93,60,60878.798833333334
Madhya Pradesh,Ahmednagar,412830.23,18,22935.012777777778
Madhya Pradesh,Aizawl,2844322.13,54,52672.63203703704
Madhya Pradesh,Ajmer,2959090.9,70,42272.72714285714
Madhya Pradesh,Akola,1060606.3800000001,25,42424.25520000001
Madhya Pradesh,Alappuzha,4156457.24,70,59377.96057142857
Madhya Pradesh,Aligarh,1414942.17,24,58955.923749999994
Madhya Pradesh,Allahabad,3018933.02,57,52963.73719298246
Madhya Pradesh,Alwar,1108640.85,22,50392.765909090915
Madhya Pradesh,Amaravati,2104983.32,50,42099.666399999995
Madhya Pradesh,Ambala,1125691.7,25,45027.668
Madhya Pradesh,Ambarnath,1791131.27,28,63968.97392857143
Madhya Pradesh,Ambattur,3507731.77,62,56576.31887096774
Madhya Pradesh,Amravati,1127458.92,31,36369.64258064516
Madhya Pradesh,Amritsar,2828465.94,50,56569.3188
Madhya Pradesh,Amroha,1496658.48,24,62360.77
Madhya Pradesh,Anand,563732.22,11,51248.38363636364
Madhya Pradesh,Anantapur,3680347.25,71,51835.876760563384
Madhya Pradesh,Anantapuram,4347609.74,67,64889.697611940304
Madhya Pradesh,Arrah,1580021.53,38,41579.513947368425
Madhya Pradesh,Asansol,1345682.43,50,26913.6486
Madhya Pradesh,Aurangabad,4637995.899999999,99,46848.443434343426
Madhya Pradesh,Avadi,1931788.68,33,58539.0509090909
Madhya Pradesh,Bahraich,1985553.41,49,40521.49816326531
Madhya Pradesh,Ballia,2816681.07,57,49415.45736842105
Madhya Pradesh,Bally,3309257.57,69,47960.25463768116
Madhya Pradesh,Bangalore,2347249.41,38,61769.72131578948
Madhya Pradesh,Baranagar,2954411.03,45,65653.57844444444
Madhya Pradesh,Barasat,2687794.46,46,58430.31434782608
Madhya Pradesh,Bardhaman,3148881.39,52,60555.41134615385
