return_id,order_id,reason
142,84202,Size Issue
143,108845,Defective
144,2271,Changed Mind
145,161387,Changed Mind
146,55596,Changed Mind
147,116734,Arrived Late
148,79442,Changed Mind
149,176286,Wrong Item
150,108175,Defective
151,89700,Wrong Item
152,115498,Arrived Late
153,129384,Wrong Item
154,81458,Defective
155,125122,Changed Mind
156,18668,Wrong Item
157,29078,Defective
158,193065,Defective
159,93226,Size Issue
160,67252,Changed Mind
161,188499,Arrived Late
162,126828,Defective
163,195481,Size Issue
164,103402,Defective
165,199822,Wrong Item
166,25446,Defective
167,152621,Changed Mind
168,178380,Changed Mind
169,75796,Defective
170,82029,Size Issue
171,189489,Arrived Late
172,168921,Defective
173,80756,Arrived Late
174,26369,Wrong Item
175,18719,Changed Mind
176,185017,Wrong Item
177,118107,Wrong Item
178,163936,Size Issue
179,17166,Size Issue
180,99497,Wrong Item
181,63171,Wrong Item
182,20474,Defective
183,90313,Wrong Item
184,30463,Defective
185,46712,Size Issue
186,99202,Wrong Item
187,77914,Size Issue
188,150916,Changed Mind
189,181426,Changed Mind
190,25790,Size Issue
191,152593,Defective
192,101137,Size Issue
193,96072,Arrived Late
194,80490,Arrived Late
195,118547,Changed Mind
196,29457,Arrived Late
197,195847,Size Issue
198,24336,Defective
199,17536,Defective
200,72831,Wrong Item
201,112226,Size Issue
202,48056,Changed Mind
203,109206,Changed Mind
204,174081,Wrong Item
205,193652,Defective
206,171737,Changed Mind
207,189041,Wrong Item
208,139325,Defective
209,115743,Defective
210,24851,Arrived Late
211,40346,Arrived Late
212,56080,Arrived Late
213,41321,Changed Mind
214,170417,Wrong Item
215,24192,Changed Mind
216,38713,Arrived Late
217,144916,Wrong Item
218,43432,Arrived Late
219,178614,Changed Mind
220,170679,Size Issue
221,75516,Wrong Item
222,191535,Arrived Late
223,67813,Arrived Late
224,88685,Size Issue
225,158104,Defective
226,198415,Wrong Item
227,151911,Changed Mind
228,9610,Defective
229,114420,Size Issue
230,168492,Defective
231,192511,Changed Mind
232,148827,Size Issue
233,152322,Defective
234,9589,Defective
235,193574,Size Issue
236,117834,Wrong Item
237,131153,Wrong Item
238,163090,Wrong Item
239,148123,Wrong Item
240,64337,Defective
241,87005,Wrong Item
242,5388,Changed Mind
243,44884,Arrived Late
244,82569,Changed Mind
245,121613,Defective
246,39823,Defective
247,77872,Wrong Item
248,147261,Size Issue
249,182386,Arrived Late
250,130632,Size Issue
251,35214,Changed Mind
252,137494,Defective
253,49836,Defective
254,146709,Changed Mind
255,85504,Defective
256,26711,Defective
257,113112,Wrong Item
258,101550,Changed Mind
259,113634,Arrived Late
260,58101,Arrived Late
261,163530,Arrived Late
262,122222,Defective
263,113483,Defective
264,158463,Defective
265,120596,Arrived Late
266,119563,Defective
267,165109,Size Issue
268,97336,Wrong Item
269,99442,Arrived Late
270,79076,Arrived Late
271,178084,Changed Mind
272,9353,Size Issue
273,127821,Size Issue
274,104817,Wrong Item
275,61913,Size Issue
276,79258,Changed Mind
277,140070,Defective
278,14720,Arrived Late
279,180501,Arrived Late
280,45851,Changed Mind
281,81330,Wrong Item
282,48423,Changed Mind
283,22448,Arrived Late
284,79833,Defective
285,63145,Size Issue
286,68802,Changed Mind
287,16364,Arrived Late
288,145575,Wrong Item
289,56257,Changed Mind
290,178435,Arrived Late
291,9609,Size Issue
292,151821,Wrong Item
293,185068,Arrived Late
294,169105,Defective
295,55323,Wrong Item
296,192290,Size Issue
297,157252,Size Issue
298,143610,Size Issue
299,48595,Defective
300,172311,Wrong Item
301,144182,Defective
302,35386,Size Issue
303,84069,Arrived Late
304,45289,Changed Mind
305,158842,Size Issue
306,177345,Changed Mind
307,198040,Changed Mind
308,167760,Size Issue
309,94026,Arrived Late
310,138363,Size Issue
311,38554,Arrived Late
312,47950,Changed Mind
313,189556,Wrong Item
314,59134,Size Issue
315,19294,Defective
316,5615,Changed Mind
317,139380,Defective
318,99524,Wrong Item
319,68237,Defective
320,102167,Changed Mind
321,73985,Size Issue
322,15745,Defective
323,40555,Defective
324,196259,Size Issue
325,108583,Changed Mind
326,60606,Size Issue
327,63364,Changed Mind
328,90705,Changed Mind
329,96891,Arrived Late
330,76821,Changed Mind
331,183338,Size Issue
332,120691,Arrived Late
333,53624,Defective
334,49459,Size Issue
335,130319,Defective
336,126225,Wrong Item
337,178057,Arrived Late
338,57150,Size Issue
339,86403,Wrong Item
340,52346,Changed Mind
341,171559,Wrong Item
342,114616,Changed Mind
343,113727,Arrived Late
344,90119,Changed Mind
345,93810,Defective
346,39211,Size Issue
347,196490,Arrived Late
348,60796,Wrong Item
349,187655,Size Issue
350,131872,Wrong Item
351,121354,Size Issue
352,103431,Wrong Item
353,37183,Defective
354,27869,Wrong Item
355,32473,Changed Mind
356,3772,Size Issue
357,10018,Size Issue
358,14446,Size Issue
359,76773,Size Issue
360,96452,Changed Mind
361,80415,Arrived Late
362,36156,Arrived Late
363,10289,Defective
364,133376,Arrived Late
365,199029,Defective
366,192802,Size Issue
367,100052,Size Issue
368,122509,Arrived Late
369,2920,Defective
370,10439,Arrived Late
371,176139,Wrong Item
372,163738,Size Issue
373,132592,Wrong Item
374,108943,Changed Mind
375,190328,Changed Mind
376,40063,Changed Mind
377,133190,Size Issue
378,1815,Defective
379,44396,Changed Mind
380,26543,Wrong Item
381,121499,Arrived Late
382,180017,Changed Mind
383,81238,Changed Mind
384,132519,Defective
385,134769,Size Issue
386,51566,Wrong Item
387,77154,Defective
388,152874,Size Issue
389,186728,Arrived Late
390,85365,Wrong Item
391,144791,Wrong Item
392,61732,Size Issue
393,111449,Size Issue
394,176009,Arrived Late
395,40062,Changed Mind
396,114649,Changed Mind
397,57009,Size Issue
398,155332,Changed Mind
399,113104,Size Issue
400,3974,Arrived Late
401,193693,Changed Mind
402,41293,Defective
403,101035,Size Issue
404,188612,Changed Mind
405,56443,Arrived Late
406,66269,Size Issue
407,185057,Arrived Late
408,137726,Wrong Item
409,110492,Wrong Item
410,50108,Arrived Late
411,150915,Wrong Item
412,177269,Size Issue
413,71534,Arrived Late
414,33092,Size Issue
415,36611,Defective
416,100679,Defective
417,169850,Changed Mind
418,135232,Wrong Item
419,106078,Size Issue
420,46285,Changed Mind
421,100133,Size Issue
422,138436,Size Issue
423,48354,Changed Mind
424,110282,Wrong Item
425,171811,Arrived Late
426,72237,Arrived Late
427,103282,Wrong Item
428,197033,Defective
429,195717,Size Issue
430,171346,Size Issue
431,23608,Arrived Late
432,42364,Defective
433,163416,Wrong Item
434,69715,Changed Mind
435,72512,Wrong Item
436,9199,Arrived Late
437,185721,Arrived Late
438,92960,Changed Mind
439,7219,Arrived Late
440,105344,Arrived Late
441,142231,Defective
442,183147,Wrong Item
443,154015,Arrived Late
444,39672,Wrong Item
445,38756,Defective
446,156376,Changed Mind
447,18835,Changed Mind
448,102206,Arrived Late
449,152406,Defective
450,119871,Changed Mind
451,153375,Changed Mind
452,167638,Defective
453,6476,Changed Mind
454,88899,Size Issue
455,152623,Changed Mind
456,73349,Size Issue
457,13226,Wrong Item
458,76917,Defective
459,62717,Size Issue
460,197466,Defective
461,70568,Defective
462,34751,Size Issue
463,59063,Wrong Item
464,193185,Size Issue
465,102387,Defective
466,26085,Changed Mind
467,9274,Defective
468,24753,Size Issue
469,30940,Wrong Item
470,17854,Arrived Late
471,162920,Changed Mind
472,22922,Changed Mind
473,41377,Wrong Item
474,94949,Defective
475,50079,Changed Mind
476,9642,Arrived Late
477,72671,Defective
478,65086,Changed Mind
479,49356,Defective
480,194773,Changed Mind
481,18284,Changed Mind
482,141350,Changed Mind
483,168742,Wrong Item
484,184761,Defective
485,89303,Size Issue
486,11535,Defective
487,29041,Size Issue
488,99843,Defective
489,161682,Wrong Item
490,195048,Wrong Item
491,64277,Arrived Late
492,40538,Changed Mind
493,191696,Wrong Item
494,99810,Arrived Late
495,102625,Arrived Late
496,165425,Wrong Item
497,124937,Size Issue
498,189631,Defective
499,171131,Size Issue
500,193838,Defective
501,47591,Wrong Item
502,18784,Arrived Late
503,3933,Changed Mind
504,66272,Arrived Late
505,25887,Changed Mind
506,104071,Size Issue
507,71398,Size Issue
508,151834,Arrived Late
509,59561,Arrived Late
510,176066,Arrived Late
511,56912,Size Issue
512,73826,Size Issue
513,60508,Changed Mind
514,5146,Size Issue
515,176966,Wrong Item
516,91801,Size Issue
517,127272,Wrong Item
518,36726,Size Issue
519,142279,Defective
520,93413,Size Issue
521,57989,Size Issue
522,152687,Size Issue
523,140073,Wrong Item
524,122975,Defective
525,127794,Changed Mind
526,70224,Size Issue
527,111870,Defective
528,197725,Arrived Late
529,5267,Wrong Item
530,179954,Arrived Late
531,45846,Changed Mind
532,44051,Size Issue
533,27373,Defective
534,100851,Wrong Item
535,79092,Changed Mind
536,118491,Changed Mind
537,154609,Changed Mind
538,125019,Arrived Late
539,138707,Wrong Item
540,100716,Arrived Late
541,40599,Changed Mind
542,36798,Arrived Late
543,76357,Wrong Item
544,29748,Defective
545,187279,Changed Mind
546,169380,Wrong Item
547,4079,Size Issue
548,69134,Arrived Late
549,142337,Changed Mind
550,71269,Arrived Late
551,140712,Size Issue
552,180461,Size Issue
553,160912,Wrong Item
554,116660,Arrived Late
555,85408,Wrong Item
556,40801,Arrived Late
557,143285,Changed Mind
558,58188,Arrived Late
559,133255,Arrived Late
560,150190,Changed Mind
561,83039,Changed Mind
562,143827,Defective
563,86643,Wrong Item
564,114582,Wrong Item
565,142301,Changed Mind
566,79293,Size Issue
567,81264,Arrived Late
568,170943,Arrived Late
569,115550,Size Issue
570,98096,Wrong Item
571,98224,Changed Mind
572,66253,Size Issue
573,61919,Defective
574,153562,Arrived Late
575,170431,Defective
576,48144,Wrong Item
577,2220,Wrong Item
578,22945,Defective
579,14972,Size Issue
580,151432,Arrived Late
581,95987,Changed Mind
582,41480,Wrong Item
583,152891,Defective
584,117912,Changed Mind
585,51348,Changed Mind
586,174702,Arrived Late
587,20433,Wrong Item
588,31269,Defective
589,92002,Arrived Late
590,92617,Arrived Late
591,109848,Size Issue
592,146312,Size Issue
593,83280,Arrived Late
594,189630,Changed Mind
595,7338,Wrong Item
596,123239,Changed Mind
597,168611,Arrived Late
598,32732,Changed Mind
599,99685,Wrong Item
600,21779,Size Issue
601,103954,Size Issue
602,164664,Size Issue
603,104427,Size Issue
604,42242,Arrived Late
605,180559,Size Issue
606,4656,Size Issue
607,70584,Arrived Late
608,2186,Arrived Late
609,120045,Arrived Late
610,121740,Defective
611,138598,Defective
612,115941,Arrived Late
613,173167,Size Issue
614,83197,Changed Mind
615,73028,Changed Mind
616,81117,Size Issue
617,128644,Arrived Late
618,28356,Changed Mind
619,58906,Wrong Item
620,39888,Size Issue
621,8044,Arrived Late
622,172814,Wrong Item
623,91600,Changed Mind
624,1988,Defective
625,56368,Defective
626,84859,Wrong Item
627,113102,Changed Mind
628,192231,Changed Mind
629,108273,Arrived Late
630,154392,Changed Mind
631,199053,Changed Mind
632,148142,Size Issue
633,48105,Size Issue
634,10378,Changed Mind
635,45618,Defective
636,164777,Defective
637,7103,Size Issue
638,59939,Size Issue
639,45814,Defective
640,77118,Wrong Item
641,111298,Wrong Item
642,68131,Arrived Late
643,88383,Arrived Late
644,64539,Size Issue
645,6591,Size Issue
646,175107,Arrived Late
647,94162,Size Issue
648,126238,Size Issue
649,101162,Defective
650,6239,Size Issue
651,83133,Wrong Item
652,37955,Arrived Late
653,114623,Wrong Item
654,11947,Changed Mind
655,104947,Wrong Item
656,154296,Wrong Item
657,22932,Defective
658,38092,Arrived Late
659,191399,Size Issue
660,159935,Defective
661,164386,Size Issue
662,97227,Size Issue
663,10183,Wrong Item
664,45279,Wrong Item
665,32437,Changed Mind
666,27834,Defective
667,162206,Defective
668,55425,Wrong Item
669,17659,Arrived Late
670,170544,Arrived Late
671,138338,Defective
672,123055,Changed Mind
673,149156,Changed Mind
674,140751,Arrived Late
675,112311,Defective
676,4970,Size Issue
677,78084,Changed Mind
678,186281,Arrived Late
679,72705,Size Issue
680,145426,Size Issue
681,50830,Wrong Item
682,187254,Wrong Item
683,197476,Defective
684,103698,Size Issue
685,144520,Defective
686,156152,Changed Mind
687,52869,Defective
688,67026,Arrived Late
689,71595,Changed Mind
690,163987,Wrong Item
691,68084,Defective
692,121958,Wrong Item
693,168707,Changed Mind
694,71969,Arrived Late
695,86107,Defective
696,166530,Arrived Late
697,145773,Defective
698,104238,Size Issue
699,145842,Arrived Late
700,6436,Wrong Item
701,151661,Defective
702,138632,Arrived Late
703,10884,Changed Mind
704,95593,Changed Mind
705,190254,Defective
706,98381,Changed Mind
707,189736,Size Issue
708,72517,Defective
709,149421,Defective
710,20683,Wrong Item
711,194923,Wrong Item
712,174395,Wrong Item
713,107888,Size Issue
714,158627,Changed Mind
715,57303,Defective
716,167523,Arrived Late
717,121558,Wrong Item
718,105547,Defective
719,106144,Changed Mind
720,103235,Changed Mind
721,182509,Size Issue
722,189112,Arrived Late
723,176469,Size Issue
724,161506,Wrong Item
725,6031,Arrived Late
726,58153,Arrived Late
727,191279,Changed Mind
728,108061,Size Issue
729,109952,Defective
730,15840,Wrong Item
731,129803,Wrong Item
732,196191,Wrong Item
733,190136,Size Issue
734,57284,Wrong Item
735,116133,Size Issue
736,6030,Size Issue
737,116634,Size Issue
738,89910,Changed Mind
739,144417,Defective
740,101668,Wrong Item
741,125689,Size Issue
742,12433,Defective
743,135628,Changed Mind
744,129510,Arrived Late
745,123772,Changed Mind
746,97710,Defective
747,97356,Size Issue
748,179416,Size Issue
749,37212,Wrong Item
750,85782,Wrong Item
751,136782,Defective
752,49579,Arrived Late
753,132203,Size Issue
754,95534,Defective
755,151259,Arrived Late
756,182872,Changed Mind
757,166432,Defective
758,126404,Changed Mind
759,143824,Wrong Item
760,119163,Changed Mind
761,64414,Changed Mind
762,163663,Arrived Late
763,129621,Arrived Late
764,40578,Defective
765,136526,Size Issue
766,74605,Wrong Item
767,10140,Changed Mind
768,85481,Defective
769,29561,Wrong Item
770,47318,Size Issue
771,120176,Wrong Item
772,193032,Size Issue
773,119623,Arrived Late
774,115109,Arrived Late
775,133419,Wrong Item
776,157913,Defective
777,71915,Changed Mind
778,131808,Size Issue
779,19992,Changed Mind
780,82175,Size Issue
781,130810,Arrived Late
782,28434,Arrived Late
783,168406,Defective
784,187170,Changed Mind
785,56176,Wrong Item
786,169788,Wrong Item
787,190597,Size Issue
788,67906,Defective
789,68599,Defective
790,9110,Defective
791,190451,Size Issue
792,64317,Size Issue
793,32104,Defective
794,10171,Changed Mind
795,173513,Wrong Item
796,62687,Wrong Item
797,190592,Defective
798,148630,Changed Mind
799,130699,Defective
800,15960,Size Issue
801,116497,Size Issue
802,138806,Changed Mind
803,133796,Changed Mind
804,118593,Arrived Late
805,163027,Wrong Item
806,189924,Wrong Item
807,182116,Defective
808,120669,Wrong Item
809,88194,Defective
810,18913,Defective
811,166190,Arrived Late
812,186413,Size Issue
813,28275,Wrong Item
814,75887,Defective
815,164725,Wrong Item
816,167171,Defective
817,78871,Size Issue
818,193225,Wrong Item
819,125618,Arrived Late
820,177102,Arrived Late
821,80027,Size Issue
822,156349,Defective
823,135937,Changed Mind
824,131435,Arrived Late
825,126797,Defective
826,39529,Arrived Late
827,73065,Wrong Item
828,174980,Defective
829,158641,Arrived Late
830,166396,Defective
831,25988,Defective
832,133507,Wrong Item
833,120076,Changed Mind
834,72289,Wrong Item
835,184116,Defective
836,81700,Arrived Late
837,2189,Changed Mind
838,64844,Changed Mind
839,13073,Arrived Late
840,78943,Changed Mind
841,69531,Defective
842,253,Arrived Late
843,107428,Size Issue
844,120250,Wrong Item
845,3546,Arrived Late
846,184238,Changed Mind
847,37756,Changed Mind
848,168992,Defective
849,104407,Changed Mind
850,27820,Defective
851,160784,Size Issue
852,194587,Changed Mind
853,65536,Defective
854,57443,Size Issue
855,78009,Wrong Item
856,28670,Changed Mind
857,152422,Wrong Item
858,140828,Size Issue
859,51090,Wrong Item
860,53796,Arrived Late
861,55665,Wrong Item
862,134931,Arrived Late
863,11003,Arrived Late
864,16781,Wrong Item
865,125742,Arrived Late
866,98511,Defective
867,110696,Changed Mind
868,23925,Arrived Late
869,190324,Defective
870,78616,Defective
871,29997,Arrived Late
872,85706,Changed Mind
873,65844,Wrong Item
874,123017,Arrived Late
875,172881,Defective
876,105441,Wrong Item
877,3723,Arrived Late
878,30629,Changed Mind
879,106304,Wrong Item
880,94938,Changed Mind
881,109332,Arrived Late
882,29351,Defective
883,6360,Wrong Item
884,115360,Defective
885,176450,Wrong Item
886,33558,Arrived Late
887,174558,Defective
888,2214,Size Issue
889,61306,Changed Mind
890,49138,Wrong Item
891,10502,Size Issue
892,125349,Arrived Late
893,29248,Changed Mind
894,28621,Size Issue
895,161561,Changed Mind
896,198797,Defective
897,118256,Arrived Late
898,77272,Changed Mind
899,99814,Arrived Late
900,101876,Size Issue
901,101082,Defective
902,63302,Arrived Late
903,118548,Arrived Late
904,40098,Arrived Late
905,42506,Arrived Late
906,112391,Arrived Late
907,19188,Arrived Late
908,34562,Defective
909,151820,Size Issue
910,144919,Wrong Item
911,70255,Defective
912,180560,Changed Mind
913,87882,Size Issue
914,16750,Wrong Item
915,110891,Size Issue
916,187705,Arrived Late
917,38435,Size Issue
918,143938,Wrong Item
919,175420,Changed Mind
920,151341,Arrived Late
921,108814,Changed Mind
922,10056,Arrived Late
923,85211,Arrived Late
924,85854,Defective
925,26997,Defective
926,27344,Wrong Item
927,130364,Size Issue
928,72393,Defective
929,93189,Changed Mind
930,38638,Changed Mind
931,174974,Defective
932,42280,Defective
933,59532,Size Issue
934,469,Defective
935,145640,Changed Mind
936,59140,Changed Mind
937,33891,Arrived Late
938,134787,Wrong Item
939,59667,Changed Mind
940,178808,Defective
941,127755,Changed Mind
942,162848,Wrong Item
943,82121,Defective
944,183062,Size Issue
945,82066,Size Issue
946,74320,Arrived Late
947,53308,Arrived Late
948,144198,Size Issue
949,91598,Size Issue
950,156106,Wrong Item
951,186535,Defective
952,143620,Size Issue
953,7995,Arrived Late
954,14542,Defective
955,110437,Size Issue
956,38142,Defective
957,90659,Arrived Late
958,33389,Changed Mind
959,172794,Defective
960,111098,Defective
961,115740,Changed Mind
962,186991,Arrived Late
963,47123,Size Issue
964,6205,Defective
965,70153,Changed Mind
966,155824,Changed Mind
967,103369,Size Issue
968,75231,Wrong Item
969,129412,Changed Mind
970,135861,Changed Mind
971,186483,Arrived Late
972,194122,Changed Mind
973,161332,Size Issue
974,157990,Wrong Item
975,69044,Wrong Item
976,179784,Arrived Late
977,48930,Changed Mind
978,134478,Defective
979,168027,Size Issue
980,3640,Changed Mind
981,13515,Defective
982,188446,Wrong Item
983,113200,Changed Mind
984,198955,Arrived Late
985,113637,Changed Mind
986,77817,Size Issue
987,42360,Changed Mind
988,15477,Wrong Item
989,106744,Arrived Late
990,60868,Wrong Item
991,112906,Size Issue
992,57452,Wrong Item
993,86330,Size Issue
994,144765,Changed Mind
995,101592,Size Issue
996,122955,Size Issue
997,24,Arrived Late
998,95083,Changed Mind
999,110308,Changed Mind
1000,46690,Changed Mind
1001,69003,Changed Mind
1002,172517,Arrived Late
1003,184746,Arrived Late
1004,67395,Changed Mind
1005,50581,Size Issue
1006,135860,Changed Mind
1007,165190,Changed Mind
1008,23539,Wrong Item
1009,117130,Arrived Late
1010,50918,Wrong Item
1011,85792,Wrong Item
1012,73487,Defective
1013,62961,Arrived Late
1014,113749,Wrong Item
1015,163879,Arrived Late
1016,94835,Size Issue
1017,70801,Wrong Item
1018,59886,Size Issue
1019,197813,Arrived Late
1020,165017,Defective
1021,61731,Defective
1022,118340,Changed Mind
1023,64826,Changed Mind
1024,129330,Changed Mind
1025,196156,Arrived Late
1026,103682,Size Issue
1027,60787,Defective
1028,132605,Changed Mind
1029,28931,Changed Mind
1030,195335,Wrong Item
1031,168762,Wrong Item
1032,121933,Arrived Late
1033,139516,Wrong Item
1034,174751,Arrived Late
1035,191045,Defective
1036,97937,Arrived Late
1037,94624,Size Issue
1038,18761,Changed Mind
1039,10941,Size Issue
1040,40258,Size Issue
1041,128149,Defective
1042,197810,Changed Mind
1043,101481,Defective
1044,173142,Size Issue
1045,87061,Size Issue
1046,101847,Size Issue
1047,139092,Size Issue
1048,153110,Defective
1049,106727,Defective
1050,155410,Wrong Item
1051,35666,Defective
1052,32195,Wrong Item
1053,196870,Wrong Item
1054,43370,Wrong Item
1055,74792,Wrong Item
1056,102021,Wrong Item
1057,149257,Arrived Late
1058,178351,Size Issue
1059,187043,Defective
1060,33628,Defective
1061,93260,Size Issue
1062,38356,Size Issue
1063,81942,Changed Mind
1064,4643,Changed Mind
1065,158343,Changed Mind
1066,39817,Wrong Item
1067,172265,Size Issue
1068,120284,Size Issue
1069,47528,Arrived Late
1070,30658,Arrived Late
1071,156819,Changed Mind
1072,48249,Size Issue
1073,111478,Arrived Late
1074,156693,Size Issue
1075,106964,Wrong Item
1076,198879,Defective
1077,117004,Arrived Late
1078,77849,Wrong Item
1079,15926,Wrong Item
1080,182338,Arrived Late
1081,16692,Defective
1082,31367,Defective
1083,130624,Arrived Late
1084,98048,Wrong Item
1085,112608,Defective
1086,144749,Arrived Late
1087,119977,Changed Mind
1088,41948,Size Issue
1089,163935,Defective
1090,191812,Defective
1091,26083,Defective
1092,131609,Size Issue
1093,175459,Size Issue
1094,76370,Changed Mind
1095,131889,Arrived Late
1096,64274,Defective
1097,24769,Defective
1098,72426,Size Issue
1099,29262,Changed Mind
1100,73015,Size Issue
1101,18450,Defective
1102,15988,Arrived Late
1103,108444,Arrived Late
1104,21080,Wrong Item
1105,183817,Wrong Item
1106,72231,Changed Mind
1107,38079,Wrong Item
1108,13532,Changed Mind
1109,2479,Size Issue
1110,37422,Wrong Item
1111,182181,Arrived Late
1112,70072,Changed Mind
1113,158296,Arrived Late
1114,6190,Changed Mind
1115,149663,Changed Mind
1116,36801,Defective
1117,113999,Size Issue
1118,51730,Changed Mind
1119,62171,Size Issue
1120,125998,Wrong Item
1121,32243,Arrived Late
1122,109935,Size Issue
1123,199701,Changed Mind
1124,72760,Size Issue
1125,138411,Defective
1126,81778,Arrived Late
1127,129604,Defective
1128,136190,Defective
1129,28595,Arrived Late
1130,43922,Arrived Late
1131,43483,Changed Mind
1132,106305,Size Issue
1133,96667,Wrong Item
1134,58757,Changed Mind
1135,57732,Defective
1136,74378,Defective
1137,44502,Arrived Late
1138,107225,Size Issue
1139,159803,Changed Mind
1140,84725,Size Issue
1141,103148,Defective
1142,23401,Changed Mind
1143,105622,Defective
1144,181302,Wrong Item
1145,197442,Defective
1146,174016,Defective
1147,11182,Defective
1148,142936,Wrong Item
1149,122979,Size Issue
1150,30265,Changed Mind
1151,21181,Wrong Item
1152,46540,Changed Mind
1153,27587,Arrived Late
1154,54768,Changed Mind
1155,47259,Arrived Late
1156,143213,Defective
1157,89907,Changed Mind
1158,114054,Arrived Late
1159,122839,Wrong Item
1160,106756,Defective
1161,97857,Size Issue
1162,196281,Changed Mind
1163,80284,Wrong Item
1164,101210,Changed Mind
1165,49800,Changed Mind
1166,131891,Changed Mind
1167,51238,Changed Mind
1168,15263,Wrong Item
1169,170214,Changed Mind
1170,194798,Wrong Item
1171,102035,Defective
1172,28367,Size Issue
1173,146799,Size Issue
1174,123171,Changed Mind
1175,45413,Arrived Late
1176,39855,Wrong Item
1177,145795,Changed Mind
1178,182090,Arrived Late
1179,120248,Arrived Late
1180,136801,Wrong Item
1181,65444,Changed Mind
1182,199012,Arrived Late
1183,2201,Changed Mind
1184,52449,Size Issue
1185,42607,Defective
1186,24147,Arrived Late
1187,86888,Changed Mind
1188,33658,Arrived Late
1189,74306,Size Issue
1190,108198,Size Issue
1191,49101,Defective
1192,183744,Wrong Item
1193,49886,Arrived Late
1194,4693,Size Issue
1195,38157,Arrived Late
1196,159922,Arrived Late
1197,147494,Arrived Late
1198,3953,Wrong Item
1199,166300,Wrong Item
1200,162830,Changed Mind
1201,107686,Defective
1202,16597,Wrong Item
1203,180289,Defective
1204,124686,Changed Mind
1205,164419,Size Issue
1206,162910,Changed Mind
1207,123205,Defective
1208,193251,Defective
1209,45412,Wrong Item
1210,143785,Changed Mind
1211,117659,Size Issue
1212,160549,Size Issue
1213,75040,Defective
1214,3884,Size Issue
1215,124727,Size Issue
1216,104485,Defective
1217,26248,Changed Mind
1218,8947,Size Issue
1219,101392,Defective
1220,62888,Wrong Item
1221,55682,Wrong Item
1222,53271,Changed Mind
1223,45812,Changed Mind
1224,151840,Changed Mind
1225,192485,Size Issue
1226,113469,Defective
1227,84065,Wrong Item
1228,136698,Defective
1229,164514,Changed Mind
