product_id,name,category,sub_category,price,brand
34,Kanda Premium Scarf,Fashion,Accessories,1305.09,"Kanda, Banerjee and Behl"
35,Tripathi Premium Suit,Fashion,Men,4832.85,Tripathi Inc
36,Swamy-Shroff Premium Hair Mask,Beauty,Haircare,2126.22,Swamy-Shroff
37,Johal Boots Essentials,Fashion,Footwear,1834.33,"Johal, Sura and Lall"
38,Cheema-Bhardwaj Premium Body Wash,Grocery,Personal Care,703.3,Cheema-Bhardwaj
39,Bail Premium Toy Robot,Fashion,Kids,3854.16,"Bail, Bhattacharyya and Dixit"
40,Hari Premium Vase,Home,Decor,11675.76,Hari LLC
41,Rama-Seshadri Premium Wheat Flour,Grocery,Staples,658.07,Rama-Seshadri
42,Wali-D’Alia Premium Shampoo,Beauty,Haircare,490.12,Wali-D’Alia
43,Dey Premium Running Shoes,Fashion,Footwear,2011.93,"Dey, Kala and Lalla"
44,Grewal-Kunda Phone Case Pro,Fashion,Accessories,1598.5,Grewal-Kunda
45,Sathe Bedsheet Set X,Home,Bedding,10167.24,Sathe Inc
46,Sura Premium Kurti,Fashion,Women,2620.67,Sura PLC
47,Char Premium Deodorant,Grocery,Personal Care,73.43,Char LLC
48,Sane Soap Plus,Grocery,Personal Care,735.45,"Sane, Gera and Krishnamurthy"
49,Khanna Office Chair Elite,Home,Furniture,17293.23,"Khanna, Bir and Gulati"
50,Sangha Dinner Set X,Home,Kitchen,13854.96,Sangha and Sons
51,Suri Premium Saree,Fashion,Women,341.87,"Suri, Khalsa and Gill"
52,Tripathi Bluetooth Speaker Elite,Electronics,Audio,21093.8,Tripathi and Sons
53,Ravel-Banik Boots Pro,Fashion,Footwear,1394.49,Ravel-Banik
54,Brahmbhatt Premium Skirt,Fashion,Women,3402.14,"Brahmbhatt, Hayer and Dua"
55,Bhakta Premium Business Laptop,Electronics,Laptops,83242.45,Bhakta Ltd
56,Chadha Ultrabook V2,Electronics,Laptops,13902.75,Chadha and Sons
57,Sridhar Sunglasses Premium,Electronics,Accessories,11045.61,"Sridhar, Kanda and Talwar"
58,Varma Loafers Elite,Fashion,Footwear,2800.59,Varma PLC
59,Aurora Premium Toy Robot,Fashion,Kids,4867.06,"Aurora, Konda and Dash"
60,Johal-Shan Premium Air Freshener,Grocery,Household,853.93,Johal-Shan
61,Ray Convertible 2-in-1 Essentials,Electronics,Laptops,45394.52,"Ray, Dube and Mane"
62,Bail-Gulati Earphones Lite,Electronics,Audio,90001.96,Bail-Gulati
63,Ratta Jacket X,Fashion,Kids,4246.96,"Ratta, Tella and Dugar"
64,Savant Premium Air Fryer,Home,Kitchen,14351.88,"Savant, Rao and Agarwal"
65,Sha Premium Fitness Band,Electronics,Wearables,77493.35,"Sha, Sanghvi and Rau"
66,Manda Backpack V2,Electronics,Accessories,96774.5,Manda Group
67,Rau Premium Cutlery Set,Home,Kitchen,5698.5,"Rau, Taneja and Deol"
68,Sharma Premium Perfume,Beauty,Fragrance,2371.75,Sharma Ltd
69,Dar Premium Bedsheet Set,Home,Bedding,17431.67,"Dar, Gera and Jhaveri"
70,Chandra Body Mist Plus,Beauty,Fragrance,1989.68,Chandra PLC
71,Subramaniam-Arya Premium Feature Phone,Electronics,Mobiles,52033.82,Subramaniam-Arya
72,Bansal Premium Salt,Grocery,Staples,636.6,Bansal Inc
73,Wadhwa Loafers Premium,Fashion,Footwear,340.85,Wadhwa PLC
74,Agate-Sankar Premium Coffee,Grocery,Beverages,549.83,Agate-Sankar
75,Agate Premium Body Wash,Grocery,Personal Care,334.42,Agate Inc
76,Viswanathan Face Serum Pro,Beauty,Skincare,1002.91,"Viswanathan, Boase and Chakraborty"
77,Bala Premium Power Bank,Electronics,Accessories,67085.3,Bala LLC
78,Bhatti Blush Classic,Beauty,Makeup,346.42,Bhatti Ltd
79,Bail Premium Smartphone,Electronics,Mobiles,83514.02,Bail PLC
80,Dalal Premium Skirt,Fashion,Women,4739.07,"Dalal, Mani and Sekhon"
81,Handa-Sinha Premium Coffee Table,Home,Furniture,8951.11,Handa-Sinha
82,Lalla Lipstick Premium,Beauty,Makeup,244.38,Lalla PLC
83,Aurora Wall Art Pro,Home,Decor,12536.74,"Aurora, Dhingra and Kala"
84,Banik-Vala Hair Mask Pro,Beauty,Haircare,740.5,Banik-Vala
85,Bhardwaj-Tiwari Premium T-Shirt,Fashion,Men,1383.72,Bhardwaj-Tiwari
86,Venkatesh Garbage Bags Lite,Grocery,Household,834.79,Venkatesh Inc
87,Keer-Venkatesh Premium Smartphone,Electronics,Mobiles,29421.99,Keer-Venkatesh
88,Chana Cold Drink Plus,Grocery,Beverages,520.44,"Chana, Deep and Tailor"
89,Tella-Goda Premium Keyboard,Electronics,Accessories,20659.88,Tella-Goda
90,Rana Premium Sculpture,Home,Decor,2778.35,"Rana, Sen and Bedi"
91,Zachariah T-Shirt Pro,Fashion,Men,2959.92,Zachariah Group
92,Mander Premium T-Shirt,Fashion,Kids,4280.35,Mander Inc
93,Kadakia-Edwin Blanket Premium,Home,Bedding,922.85,Kadakia-Edwin
94,Shah Premium Energy Drink,Grocery,Beverages,954.86,Shah Group
95,Lanka Deodorant Spray Max,Beauty,Fragrance,2995.12,"Lanka, Rau and Seth"
96,Gopal Premium Smartphone,Electronics,Mobiles,517.04,"Gopal, Kashyap and Sekhon"
97,Sood-Bahl Premium Belt,Electronics,Accessories,24668.62,Sood-Bahl
98,Kaul Energy Drink Lite,Grocery,Beverages,338.44,Kaul and Sons
99,Kala Premium T-Shirt,Fashion,Kids,1663.0,Kala Inc
100,Thakkar Premium VR Headset,Electronics,Wearables,17295.55,Thakkar LLC
101,Bose Premium Jacket,Fashion,Men,1067.21,Bose Ltd
102,Yogi-Virk Ultrabook X,Electronics,Laptops,87295.12,Yogi-Virk
103,Amble-Hegde Dress Classic,Fashion,Kids,4435.2,Amble-Hegde
104,Bhatnagar Premium Bedsheet Set,Home,Bedding,3378.69,Bhatnagar Ltd
105,Srinivasan-Tiwari Trousers Max,Fashion,Men,965.2,Srinivasan-Tiwari
106,Sant Rug Ultra,Home,Decor,6316.62,Sant Ltd
107,Ghosh Premium Sunglasses,Fashion,Accessories,4402.06,"Ghosh, Brahmbhatt and Uppal"
108,Basu-Sahota Cushion Cover Premium,Home,Decor,19087.22,Basu-Sahota
109,Ramanathan-Talwar Mouse Plus,Electronics,Accessories,56558.32,Ramanathan-Talwar
110,Sood-Sinha Toner X,Beauty,Skincare,2739.35,Sood-Sinha
111,Sharaf Microwave Plus,Home,Kitchen,17552.5,"Sharaf, Dugar and Kale"
112,Halder-Loyal Premium Perfume,Beauty,Fragrance,2124.83,Halder-Loyal
113,Gulati-Kaur Premium Jeans,Fashion,Kids,4437.92,Gulati-Kaur
114,Som-Ravi Premium Sunscreen,Beauty,Skincare,1032.99,Som-Ravi
115,Setty Floor Cleaner Lite,Grocery,Household,365.51,"Setty, Sawhney and Datta"
116,Rana-Varty Premium Sneakers,Fashion,Kids,3793.6,Rana-Varty
117,Dewan Premium Toner,Beauty,Skincare,2283.1,Dewan and Sons
118,Krishnan Premium Soundbar,Electronics,Audio,48349.0,"Krishnan, Dua and Agrawal"
119,Agate School Bag Ultra,Fashion,Kids,3249.73,Agate Inc
120,Bhakta Rug Ultra,Home,Decor,1841.25,"Bhakta, Cherian and Sidhu"
121,Deep-Chandran Shaving Cream Essentials,Grocery,Personal Care,511.99,Deep-Chandran
122,Kumer-Deshmukh Tea Max,Grocery,Beverages,435.85,Kumer-Deshmukh
123,Setty-Bava Home Theater Ultra,Electronics,Audio,76837.35,Setty-Bava
124,Sibal Handbag V2,Fashion,Women,1877.39,Sibal Group
125,Kulkarni Premium Duvet,Home,Bedding,4551.42,Kulkarni and Sons
126,Chana Phablet Pro,Electronics,Mobiles,50791.87,Chana and Sons
127,Vaidya-Sengupta Premium Biscuits,Grocery,Snacks,253.86,Vaidya-Sengupta
128,Sani Pan Classic,Home,Kitchen,19775.85,"Sani, Madan and Sant"
129,Choudhury Body Wash V2,Grocery,Personal Care,719.52,Choudhury Group
130,Sridhar-Solanki Bookshelf Ultra,Home,Furniture,14850.54,Sridhar-Solanki
131,Rege Keyboard Ultra,Electronics,Accessories,73337.68,Rege Ltd
132,Virk Shampoo Ultra,Beauty,Haircare,166.04,Virk and Sons
133,Dalal Headphones Essentials,Electronics,Audio,62479.11,"Dalal, Desai and Gala"
134,Bhardwaj Premium Toner,Beauty,Skincare,1633.62,Bhardwaj LLC
135,Bhargava-Keer Premium Energy Bar,Grocery,Snacks,68.51,Bhargava-Keer
136,Jain-Gour Premium Detergent,Grocery,Household,278.9,Jain-Gour
137,Luthra-Kade Premium Oats,Grocery,Staples,568.88,Luthra-Kade
138,Baral-Bail Premium Bookshelf,Home,Furniture,557.81,Baral-Bail
139,Sachdev Premium Fitness Band,Electronics,Wearables,20093.53,"Sachdev, Bakshi and Badami"
140,Wali Premium Smartwatch,Electronics,Wearables,80662.09,Wali LLC
141,Bassi Gaming Phone X,Electronics,Mobiles,8551.8,"Bassi, Varkey and Bhat"
142,Yadav Air Freshener Classic,Grocery,Household,999.9,"Yadav, Halder and Bumb"
143,Setty Premium Smartphone,Electronics,Mobiles,48527.02,"Setty, Desai and Krish"
144,Shetty Premium Headphones,Electronics,Audio,88236.07,"Shetty, Dar and Ratta"
145,Rattan Attar Classic,Beauty,Fragrance,403.72,Rattan and Sons
146,Kumar-Salvi Pillow Covers Essentials,Home,Bedding,5721.44,Kumar-Salvi
147,Basak Premium Earphones,Electronics,Audio,98814.43,"Basak, Dhar and Bala"
148,Hora Premium Building Blocks,Fashion,Kids,3131.24,Hora PLC
149,Sandal Eyeliner Pro,Beauty,Makeup,2057.84,"Sandal, Hayer and Wason"
150,Bassi Premium Saree,Fashion,Women,1756.06,Bassi LLC
151,Ghose Hair Gel Classic,Beauty,Haircare,1430.14,"Ghose, Ravel and Gill"
152,Lall Power Bank Max,Fashion,Accessories,2033.16,"Lall, Bajwa and Sachar"
153,Krishnamurthy Premium Suit,Fashion,Men,972.57,Krishnamurthy Group
154,Krish-Som Premium Duvet,Home,Bedding,2859.69,Krish-Som
155,Karpe-Gala Premium Sneakers,Fashion,Kids,3194.55,Karpe-Gala
156,Sant Chromebook X,Electronics,Laptops,36509.63,Sant and Sons
157,Kumar Cooking Oil Ultra,Grocery,Staples,524.34,Kumar and Sons
158,Sengupta Cologne Essentials,Beauty,Fragrance,2643.31,"Sengupta, Majumdar and Bir"
159,Korpal Premium Backpack,Fashion,Accessories,1235.91,Korpal Inc
160,Shanker Scarf V2,Fashion,Accessories,4158.75,"Shanker, Luthra and Dey"
161,Dave-Hari Premium Handbag,Fashion,Women,387.91,Dave-Hari
162,Ray Razor Lite,Grocery,Personal Care,618.56,"Ray, Dutta and Anand"
163,Sama Mineral Water Ultra,Grocery,Beverages,695.12,Sama and Sons
164,Madan Sunscreen Elite,Beauty,Skincare,216.07,"Madan, Bassi and Das"
165,Goswami Premium Hair Mask,Beauty,Haircare,2666.28,"Goswami, Sehgal and Zachariah"
166,Dixit Premium Feature Phone,Electronics,Mobiles,19268.01,"Dixit, Varkey and Bhagat"
167,Dubey Premium Concealer,Beauty,Makeup,1609.75,"Dubey, Chakrabarti and Randhawa"
168,Buch T-Shirt Lite,Fashion,Kids,875.82,Buch Group
169,Dey Premium Hair Mask,Beauty,Haircare,1096.19,"Dey, Edwin and Karan"
170,Bali Premium Cutlery Set,Home,Kitchen,1786.55,Bali Group
171,Dash-Contractor Ultrabook Ultra,Electronics,Laptops,31689.8,Dash-Contractor
172,Sahota-Bahl Knife Set Max,Home,Kitchen,7390.67,Sahota-Bahl
173,Bajwa Conditioner Ultra,Beauty,Haircare,2718.03,Bajwa Group
174,Char-Iyer Premium Razor,Grocery,Personal Care,460.48,Char-Iyer
175,Ghose Premium Building Blocks,Fashion,Kids,2975.61,Ghose LLC
176,Thaker Oats Premium,Grocery,Staples,743.62,"Thaker, Mandal and Kohli"
177,Chanda Phablet Premium,Electronics,Mobiles,67803.82,Chanda Group
178,Dada Premium Tissue Paper,Grocery,Household,851.08,"Dada, Baral and Ratti"
179,Loke Eyeshadow Palette Premium,Beauty,Makeup,2038.96,Loke and Sons
180,Butala-Sabharwal Premium Hair Gel,Beauty,Haircare,235.42,Butala-Sabharwal
181,Khosla Concealer Lite,Beauty,Makeup,1269.61,"Khosla, Kaur and Dugar"
182,Vala-Soman Premium Juice,Grocery,Beverages,230.99,Vala-Soman
183,Ram Premium Bluetooth Speaker,Electronics,Audio,38480.26,"Ram, Raman and Sarraf"
184,Shere Premium Mouse,Fashion,Accessories,4645.89,"Shere, Acharya and Kalla"
185,Apte Mascara Classic,Beauty,Makeup,1744.4,"Apte, Doctor and Bhardwaj"
186,Kalla Premium Gaming Laptop,Electronics,Laptops,5574.03,"Kalla, Randhawa and Tara"
187,Ahluwalia-Ramaswamy Hair Serum Ultra,Beauty,Haircare,685.36,Ahluwalia-Ramaswamy
188,Handa-Jaggi Premium Lipstick,Beauty,Makeup,2195.22,Handa-Jaggi
189,Basak Premium Blanket,Home,Bedding,10244.5,Basak Ltd
190,Chander Premium Bookshelf,Home,Furniture,14239.21,"Chander, Maharaj and Mani"
191,Venkatesh Premium Smartphone,Electronics,Mobiles,50834.37,Venkatesh Inc
192,Anand Premium Chips,Grocery,Snacks,803.1,"Anand, Khosla and Dugar"
193,Kale Curtains Essentials,Home,Decor,9318.63,"Kale, Doshi and Choudhary"
194,Mand-Tailor Microwave V2,Home,Kitchen,6499.06,Mand-Tailor
195,Apte Premium Sculpture,Home,Decor,11166.79,Apte PLC
196,Dyal-Choudhury Premium Air Fryer,Home,Kitchen,19032.1,Dyal-Choudhury
197,Sant Mineral Water X,Grocery,Beverages,214.49,Sant Group
198,Bhalla Jeans Premium,Fashion,Women,3257.48,Bhalla LLC
199,Venkatesh Premium Salt,Grocery,Staples,307.86,"Venkatesh, Bhavsar and Krishna"
200,Rajagopal Hair Serum V2,Beauty,Haircare,1999.62,"Rajagopal, Jani and Mann"
201,Kuruvilla Tea Max,Grocery,Beverages,429.28,Kuruvilla Ltd
202,Bhasin-Sahni Premium Dish Soap,Grocery,Household,954.15,Bhasin-Sahni
203,Dutta-Sabharwal Premium Pillow Covers,Home,Bedding,6474.54,Dutta-Sabharwal
204,Mahajan-Kalita Premium Sculpture,Home,Decor,10494.85,Mahajan-Kalita
205,Dass Chromebook Plus,Electronics,Laptops,3744.93,Dass LLC
206,Devan Cold Drink Plus,Grocery,Beverages,174.92,"Devan, Sur and Rajagopal"
207,Dey-Sama TV Unit Pro,Home,Furniture,17939.49,Dey-Sama
208,Chad Premium Chips,Grocery,Snacks,684.32,"Chad, Chadha and Atwal"
209,Tailor-Thaker Premium Chips,Grocery,Snacks,133.58,Tailor-Thaker
210,Walla Premium Shampoo,Beauty,Haircare,2263.86,"Walla, Sidhu and Mangat"
211,Bose Premium Shirt,Fashion,Men,693.52,"Bose, Gara and Soman"
212,Lalla-Soman Coffee Premium,Grocery,Beverages,94.28,Lalla-Soman
213,Bala Premium Salt,Grocery,Staples,883.17,Bala Inc
214,Sura Premium Dinner Set,Home,Kitchen,3445.22,Sura LLC
215,Balan Night Cream Max,Beauty,Skincare,650.99,"Balan, Saini and Sarna"
216,Majumdar Premium Formal Shoes,Fashion,Footwear,4542.56,"Majumdar, Soni and Karpe"
217,Jain-Rattan Chips Plus,Grocery,Snacks,994.71,Jain-Rattan
218,Datta Smart Glasses Essentials,Electronics,Wearables,24309.56,Datta Ltd
219,Randhawa-Bava Saree Max,Fashion,Women,2740.51,Randhawa-Bava
220,Varty Bookshelf Max,Home,Furniture,5687.2,"Varty, Venkataraman and Bahri"
221,Lad Business Laptop X,Electronics,Laptops,55522.18,"Lad, Ghosh and Upadhyay"
222,Dhillon Face Wash V2,Beauty,Skincare,1900.14,Dhillon PLC
223,Dar Premium Phablet,Electronics,Mobiles,30826.06,"Dar, Basak and Warrior"
224,Thaman Bed Frame Max,Home,Furniture,5184.62,"Thaman, Shroff and Zacharia"
225,Kannan Pillow Covers Pro,Home,Bedding,3511.83,Kannan Ltd
226,Kara Premium Soundbar,Electronics,Audio,84984.84,Kara Group
227,Srinivasan Phablet X,Electronics,Mobiles,68034.59,"Srinivasan, Cheema and Dhawan"
228,Kothari Premium Sugar,Grocery,Staples,391.93,Kothari PLC
229,Rattan Coffee Table V2,Home,Furniture,9730.07,"Rattan, Tailor and Chandra"
230,Krishna Premium Earphones,Electronics,Audio,82820.25,Krishna Inc
231,Basu Suit Classic,Fashion,Men,3503.28,"Basu, Hans and Saini"
232,Bassi-Yogi Premium Energy Bar,Grocery,Snacks,987.52,Bassi-Yogi
233,Kara-Salvi Skirt Lite,Fashion,Women,3356.24,Kara-Salvi
234,Bhasin Hair Mask V2,Beauty,Haircare,2678.33,Bhasin Inc
235,Dhar Premium Juice,Grocery,Beverages,576.55,Dhar Inc
236,Bala Premium Toaster,Home,Kitchen,6748.59,Bala Group
237,Kamdar Premium Jacket,Fashion,Men,3022.04,Kamdar Inc
238,Dugal-Dutta Premium Kurti,Fashion,Women,1204.8,Dugal-Dutta
239,Shukla-De Premium Dish Soap,Grocery,Household,469.72,Shukla-De
240,Khalsa Smart Glasses Premium,Electronics,Wearables,49775.72,Khalsa Ltd
241,Bali Moisturizer Premium,Beauty,Skincare,2838.0,"Bali, Krishnamurthy and Deshpande"
242,Lalla Skirt Premium,Fashion,Women,3659.55,"Lalla, Agate and Andra"
243,Atwal Premium Gaming Laptop,Electronics,Laptops,2287.69,Atwal Inc
244,Comar Comforter Plus,Home,Bedding,9649.9,Comar and Sons
245,Thaman Sandals Premium,Fashion,Footwear,2098.54,Thaman Ltd
246,Chad Jacket Essentials,Fashion,Men,2714.9,"Chad, Sen and Bhargava"
247,Tella-Mahal Premium Deodorant Spray,Beauty,Fragrance,2093.47,Tella-Mahal
248,Andra Premium Sculpture,Home,Decor,19149.12,"Andra, Datta and Agrawal"
249,Batra Cutlery Set Max,Home,Kitchen,1878.11,Batra Ltd
250,Tiwari Pillow Covers Max,Home,Bedding,12776.76,Tiwari Ltd
251,Buch Premium Hair Dryer,Beauty,Haircare,1447.76,"Buch, Bhagat and Goel"
252,Ravi Attar Plus,Beauty,Fragrance,1627.99,"Ravi, Mallick and Venkatesh"
253,Wable Premium Convertible 2-in-1,Electronics,Laptops,88419.93,"Wable, Barad and Mannan"
254,Kaul Premium Face Wash,Beauty,Skincare,1776.2,Kaul Group
255,Deol Premium Headphones,Electronics,Audio,76922.19,Deol LLC
256,Roy Premium Mouse,Electronics,Accessories,49194.04,Roy Group
257,Kade Knife Set Pro,Home,Kitchen,15322.04,"Kade, Dhawan and Edwin"
258,Barad-Lad Blush Ultra,Beauty,Makeup,756.0,Barad-Lad
259,Shanker Gaming Phone Max,Electronics,Mobiles,71142.38,"Shanker, Wadhwa and Dubey"
260,Mand-Mangat Premium Charger,Fashion,Accessories,2708.32,Mand-Mangat
261,Grover Premium Running Shoes,Fashion,Footwear,4020.72,Grover Ltd
262,Mahajan Shirt Plus,Fashion,Men,1041.02,"Mahajan, Sharma and Thakkar"
263,Chauhan Duvet Max,Home,Bedding,1927.77,Chauhan Group
264,Rao-Sidhu Premium Smart Glasses,Electronics,Wearables,34301.3,Rao-Sidhu
265,Dubey-Kohli Premium Smartwatch,Electronics,Wearables,48784.17,Dubey-Kohli
266,Rau Premium Eyeshadow Palette,Beauty,Makeup,212.12,Rau PLC
267,Dhingra Feature Phone Max,Electronics,Mobiles,35738.94,Dhingra PLC
268,Shanker-Sankaran Eyeliner V2,Beauty,Makeup,2638.89,Shanker-Sankaran
269,Ramachandran Earphones Lite,Electronics,Audio,6080.6,Ramachandran and Sons
270,Samra Cold Drink Premium,Grocery,Beverages,272.59,"Samra, Ramanathan and Shetty"
271,Verma Sneakers V2,Fashion,Kids,1280.6,Verma PLC
272,Choudhury Watch V2,Electronics,Accessories,10192.02,Choudhury PLC
273,Upadhyay Top Lite,Fashion,Women,831.72,Upadhyay Ltd
274,Ghose-Kakar Premium Headphones,Electronics,Audio,88056.31,Ghose-Kakar
275,Mander Bluetooth Speaker Ultra,Electronics,Audio,70133.0,Mander Group
276,Ravi Premium Conditioner,Beauty,Haircare,2188.04,"Ravi, Suri and Sood"
277,Gulati Premium Roasted Nuts,Grocery,Snacks,656.75,"Gulati, Magar and Wali"
278,Bir Premium Knife Set,Home,Kitchen,7738.94,Bir Group
279,Jha-Sanghvi Premium Juice,Grocery,Beverages,399.45,Jha-Sanghvi
280,Mannan Dish Soap Plus,Grocery,Household,71.81,"Mannan, Bhargava and Hans"
281,Vaidya Deodorant Spray X,Beauty,Fragrance,1078.21,"Vaidya, Mangat and Uppal"
282,Viswanathan Premium Biscuits,Grocery,Snacks,349.77,"Viswanathan, Brar and Sethi"
283,Karnik Premium Ultrabook,Electronics,Laptops,60506.15,"Karnik, Virk and Kara"
284,Arya Premium Kurti,Fashion,Women,1050.52,"Arya, Sandal and Tripathi"
285,Tak Blender Plus,Home,Kitchen,5801.05,"Tak, Ravel and Kala"
286,Srinivasan Premium Air Freshener,Grocery,Household,746.0,"Srinivasan, Guha and Goel"
287,Zachariah-Sule Face Serum Plus,Beauty,Skincare,2029.64,Zachariah-Sule
288,Luthra-Sha Dal Elite,Grocery,Staples,363.14,Luthra-Sha
289,Grewal-Trivedi Cookies Max,Grocery,Snacks,382.77,Grewal-Trivedi
290,Kar Jacket Classic,Fashion,Kids,3082.69,"Kar, Kant and Saini"
291,Rama-Kata Premium Wireless Earbuds,Electronics,Audio,98992.13,Rama-Kata
292,Kalla-Khosla Knife Set X,Home,Kitchen,4024.3,Kalla-Khosla
293,Saraf Blanket Pro,Home,Bedding,1683.5,Saraf Ltd
294,Kulkarni Cushion Cover Premium,Home,Decor,4837.9,"Kulkarni, Anand and Bahri"
295,Dutt-Badal Premium USB Cable,Electronics,Accessories,45827.32,Dutt-Badal
296,Tandon Heels X,Fashion,Women,3295.18,"Tandon, Jha and Lala"
297,Char Premium Jeans,Fashion,Kids,363.14,Char Ltd
298,Dash Lamp Classic,Home,Decor,5442.49,"Dash, Sridhar and Khanna"
299,Toor Premium Comforter,Home,Bedding,3878.28,Toor and Sons
300,Dar Soundbar Plus,Electronics,Audio,40844.86,"Dar, Dewan and Kaur"
301,Sant-Batra Premium Cold Drink,Grocery,Beverages,83.01,Sant-Batra
302,Sem Premium Wireless Earbuds,Electronics,Audio,28051.31,"Sem, Chahal and Kalla"
303,Mand-Krishna Dining Table Essentials,Home,Furniture,16178.85,Mand-Krishna
304,Tandon-Ganguly T-Shirt X,Fashion,Kids,4009.92,Tandon-Ganguly
305,Bal-Kapoor Premium Garbage Bags,Grocery,Household,939.0,Bal-Kapoor
306,Roy Blanket Classic,Home,Bedding,6586.73,Roy PLC
307,De-Trivedi Premium Cookies,Grocery,Snacks,422.65,De-Trivedi
308,Agarwal-Sharaf Premium Vase,Home,Decor,12559.42,Agarwal-Sharaf
309,Shroff Premium Body Mist,Beauty,Fragrance,2123.26,"Shroff, Gole and Brahmbhatt"
310,Karpe Premium Attar,Beauty,Fragrance,313.65,Karpe and Sons
311,Bandi Home Theater V2,Electronics,Audio,12713.25,Bandi and Sons
312,Agarwal Premium Blush,Beauty,Makeup,769.3,Agarwal Ltd
313,Kurian-Sur Premium Knife Set,Home,Kitchen,15607.61,Kurian-Sur
314,Sangha-Mammen Premium Mirror,Home,Decor,12811.17,Sangha-Mammen
315,Chacko Wireless Earbuds X,Electronics,Audio,45100.48,"Chacko, Sura and Ratti"
316,Lala USB Cable Plus,Electronics,Accessories,93549.32,"Lala, Wali and Amble"
317,Saxena Juice Essentials,Grocery,Beverages,833.13,Saxena Ltd
318,Raja Premium USB Cable,Fashion,Accessories,4067.1,Raja Ltd
319,Ganesan-Soni Premium Wallet,Electronics,Accessories,12804.41,Ganesan-Soni
320,Issac-Ranganathan Boots Elite,Fashion,Footwear,4648.88,Issac-Ranganathan
321,Bala Premium Feature Phone,Electronics,Mobiles,73140.88,Bala PLC
322,Luthra Premium Keyboard,Fashion,Accessories,4043.41,"Luthra, Chokshi and Krish"
323,Babu Premium Coffee Table,Home,Furniture,13904.96,"Babu, Kanda and Ram"
324,Manne Rug V2,Home,Decor,19492.67,"Manne, Seshadri and Banerjee"
325,Samra Blush Premium,Beauty,Makeup,2961.25,"Samra, Rama and Srinivasan"
326,Ahluwalia Premium Face Serum,Beauty,Skincare,2696.82,"Ahluwalia, Joshi and Bhatt"
327,Sani Dal Elite,Grocery,Staples,890.67,Sani Ltd
328,Barman Eyeliner Premium,Beauty,Makeup,2333.1,"Barman, Ghose and Shanker"
329,Chowdhury-Som Comforter Lite,Home,Bedding,18373.03,Chowdhury-Som
330,Din-Ratta Premium Feature Phone,Electronics,Mobiles,57295.22,Din-Ratta
331,Manda Slippers Premium,Fashion,Footwear,2996.85,Manda Group
332,Warrior-Varghese Curtains Essentials,Home,Decor,16162.78,Warrior-Varghese
333,Agarwal-Ray Body Mist Premium,Beauty,Fragrance,833.45,Agarwal-Ray
